corridor,event_count,ema_risk,closure_prob,severity_input
bellary road 1,501,45.452087723387386,0.0636182902584493,38.338354906438795
non-corridor,2464,33.04195176676117,0.10786699107866991,40.592896228121674
orr east 1,185,45.18362168777156,0.09090909090909091,58.8032559865672
non-corridor,2465,33.19704621289722,0.10782326712606405,34.59289622812168
non-corridor,2466,32.91550783508289,0.10777957860615883,30.38166243475393
non-corridor,2467,34.40579229563249,0.10814094775212636,47.81835244057886
non-corridor,2468,35.56521306606924,0.10809716599190283,46.0
non-corridor,2469,35.0686261024426,0.10805341966815055,30.599343429802854
orr north 1,225,48.51341652300924,0.08370044052863436,41.657512386351655
non-corridor,2470,34.64605311501051,0.10800970873786407,30.84289622812168
non-corridor,2471,35.78144780350946,0.10796603315810756,46.0
non-corridor,2472,36.80330302315851,0.10792239288601455,46.0
non-corridor,2473,36.178873358757706,0.10787878787878788,30.55900637915046
tumkur road,386,44.70115480899178,0.030927835051546393,39.88813515483099
bellary road 1,502,46.84662082164871,0.06349206349206349,59.39741870600067
non-corridor,2474,35.6452756456941,0.10783521809369952,30.84289622812168
non-corridor,2475,35.16503770393686,0.10779168348809043,30.84289622812168
tumkur road,387,44.458808669309064,0.030848329048843187,42.27769341216459
tumkur road,388,44.240697143594616,0.03076923076923077,42.27769341216459
bellary road 2,338,44.29152389843648,0.03529411764705882,42.02626867197016
hennur main road,86,45.814641486954805,0.03409090909090909,49.39181190528495
tumkur road,389,44.04439677045161,0.030690537084398978,42.27769341216459
bellary road 2,339,44.064998375789855,0.03519061583577713,42.02626867197016
hosur road,253,46.91736132450955,0.054901960784313725,41.7279113136061
non-corridor,2476,34.41899967529119,0.10774818401937046,27.704657417480185
mysore road,601,45.290107251475476,0.0912106135986733,47.1512046853446
non-corridor,2477,33.52390913620675,0.10770471964501815,25.468094284446767
magadi road,200,45.12069209717002,0.054455445544554455,46.57705646948943
hosur road,254,46.898416323419205,0.0546875,46.7279113136061
orr north 2,194,45.330961469550395,0.05102040816326531,46.45451616080445
bellary road 2,340,45.336125405407884,0.03508771929824561,56.776268671970165
bellary road 1,503,46.82459368445798,0.06336633663366337,46.62634944974138
orr north 1,226,49.81768356471078,0.08333333333333333,61.5560869400246
non-corridor,2478,33.75580784539824,0.10766129032258065,35.84289622812168
bellary road 2,341,45.505139732064116,0.03498542274052478,47.02626867197016
orr north 1,227,49.501666446874864,0.08296943231441048,46.657512386351655
irr(thanisandra road),67,42.07093519161027,0.10144927536231885,36.49347003653786
non-corridor,2479,34.6934877004226,0.10761789600967352,43.1326063956419
orr west 1,137,44.736499695814246,0.02877697841726619,45.58201373424715
hosur road,255,46.8813658224379,0.054474708171206226,46.7279113136061
orr east 1,186,44.817936671139464,0.09042553191489362,41.52677152145054
bellary road 1,504,45.84585592305568,0.06324110671936758,37.037216070434994
irr(thanisandra road),68,43.0616321345189,0.1,51.97790462069659
bellary road 1,505,44.644073848590736,0.0631163708086785,33.82803517840622
non-corridor,2480,34.30842855319251,0.10757453666398066,30.84289622812168
mysore road,602,46.59911194704533,0.09105960264900662,58.380154207173995
non-corridor,2481,34.33687532068543,0.10753121224325413,34.59289622812168
mysore road,603,46.14289032805957,0.09090909090909091,42.03689575718775
old madras road,210,45.95345201374979,0.0330188679245283,44.06895147246614
orr north 2,195,44.8079547085502,0.050761421319796954,40.10089385954845
non-corridor,2482,34.88747741142905,0.10748792270531402,39.84289622812168
orr north 2,196,46.481512554774866,0.05555555555555555,61.54353317079685
old madras road,211,45.520170488153795,0.03286384976525822,41.6206367577898
non-corridor,2483,34.297339148717725,0.10744466800804829,28.986094784315764
tumkur road,390,43.60796530695271,0.030612244897959183,39.680082135462584
bellary road 1,506,44.4536979571439,0.06299212598425197,42.74031493412235
non-corridor,2484,34.48460301635616,0.10740144810941271,36.16997782510209
bellary road 2,342,45.15725262605472,0.03488372093023256,42.02626867197016
non-corridor,2485,34.49543233753271,0.10735826296743065,34.59289622812168
bannerghata road,163,42.032240062432194,0.030303030303030304,35.495107429243575
mysore road,604,45.85090633878318,0.09075907590759076,43.22305043529567
west of chord road,131,42.307924770678625,0.06766917293233082,41.328984059164256
non-corridor,2486,34.3291965364879,0.10731511254019292,32.83307432708462
non-corridor,2487,37.79627688283911,0.10767376456408197,69.0
orr west 1,138,44.39407196721462,0.02857142857142857,41.31222240981796
orr north 2,197,46.287714616377066,0.05527638190954774,44.54353317079685
mysore road,605,45.588120748434434,0.09060955518945635,43.22305043529567
non-corridor,2488,37.100938817367364,0.10763052208835341,30.84289622812168
orr west 1,139,44.86329276190238,0.028368794326241134,49.08627991409216
non-corridor,2489,36.975134558442804,0.10758731433159374,35.84289622812168
non-corridor,2490,38.46241197852419,0.10754414125200643,51.84790875925667
tumkur road,391,43.82065067923955,0.030534351145038167,45.734819029821104
bellary road 1,507,45.796568291729066,0.06286836935166994,57.88240130299557
orr north 1,228,49.15545620476103,0.08260869565217391,46.03956402573648
mysore road,606,45.589663751577035,0.09046052631578948,45.60355077986048
west of chord road,132,44.225741076715025,0.06716417910447761,61.48608783104258
mysore road,607,45.8530024199489,0.090311986863711,48.22305043529567
non-corridor,2491,37.700460403483945,0.10750100280786201,30.84289622812168
non-corridor,2492,37.31470398594772,0.107457898957498,33.842896228121674
non-corridor,2493,37.032180147376565,0.10741482965931863,34.48946560023616
magadi road,201,44.766328534401964,0.054187192118226604,41.577056469489435
non-corridor,2494,38.03409775891997,0.10737179487179487,47.05135626281061
tumkur road,392,43.66635495253205,0.030456852791878174,42.27769341216459
irr(thanisandra road),69,42.627043578571204,0.09859154929577464,38.715746575041884
hennur main road,87,44.56792679414965,0.033707865168539325,33.34749455890328
magadi road,202,45.96311170509855,0.05392156862745098,56.73416024136776
non-corridor,2495,37.31497760584014,0.10732879455346415,30.84289622812168
west of chord road,133,44.15017759275484,0.06666666666666667,43.47010623711316
irr(thanisandra road),70,42.22604515579519,0.09722222222222222,38.617059350811076
non-corridor,2496,35.8809078882519,0.10728582866293035,22.974280429957666
mysore road,608,44.97049337655824,0.09016393442622951,37.027911986042255
non-corridor,2497,35.37710672223888,0.10724289715886355,30.84289622812168
non-corridor,2498,34.05579974127454,0.1072,22.164036912595524
hosur road,256,46.366020371554725,0.05426356589147287,41.7279113136061
orr west 1,140,44.50818572669394,0.028169014084507043,41.31222240981796
non-corridor,2499,33.73450938995926,0.10715713714514194,30.84289622812168
non-corridor,2500,33.4453480737755,0.10711430855315747,30.84289622812168
non-corridor,2501,33.185102889210114,0.10707151418298043,30.84289622812168
non-corridor,2502,32.950882223101274,0.10702875399361023,30.84289622812168
bannerghata road,164,42.470599508201964,0.030120481927710843,46.41583452012989
west of chord road,134,43.21632642207392,0.0661764705882353,34.81166588594566
orr east 2,152,45.92372084550616,0.01948051948051948,45.119212017595366
hennur main road,88,44.21922527961859,0.03333333333333333,41.08091164883908
bellary road 2,343,44.40909386125536,0.034782608695652174,37.67566497806107
tumkur road,393,43.90406067350386,0.030379746835443037,46.04341216225012
orr north 2,198,45.813296471819044,0.055,41.54353317079684
bellary road 1,508,45.4909429559684,0.06274509803921569,42.74031493412235
non-corridor,2503,32.74008362360331,0.10698602794411177,30.84289622812168
non-corridor,2504,32.55036488405515,0.10694333599361533,30.84289622812168
non-corridor,2505,32.3796180184618,0.10690067810131632,30.84289622812168
non-corridor,2506,32.1056387142095,0.10685805422647528,29.63982497593881
non_corridor,15,36.70724189737418,0.058823529411764705,35.005754696336744
non-corridor,2507,32.47936446560072,0.1068154643284177,35.84289622812168
orr east 1,187,44.59923994724785,0.08994708994708994,42.630969432223395
bannerghata road,165,42.774818312402786,0.029940119760479042,45.51278755021015
non-corridor,2508,32.66058611491479,0.10677290836653386,34.29158095874148
tumkur road,394,44.5496317854329,0.030303030303030304,50.35977179279425
tumkur road,395,44.82243794810607,0.030226700251889168,47.27769341216459
mysore road,609,44.67485684544752,0.09001636661211129,42.01412806545109
mysore road,610,44.95139482063093,0.08986928104575163,47.44023659728156
irr(thanisandra road),71,42.333959542034236,0.0958904109589041,43.305189018185665
magadi road,203,45.52450618153763,0.05365853658536585,41.577056469489435
tumkur road,396,44.56796349451192,0.03015075376884422,42.27769341216459
tumkur road,397,44.71076201606192,0.03007518796992481,45.99594871001189
tumkur road,398,43.720114738366966,0.03,34.80428923911232
west of chord road,135,42.51766838615804,0.06569343065693431,36.22974606291513
mysore road,611,44.77412503275823,0.08972267536704731,43.17869694190391
non-corridor,2509,32.77881712623548,0.10673038630027877,33.842896228121674
hennur main road,89,44.730393916540635,0.03296703296703297,49.330911648839084
orr north 1,229,48.405661822920095,0.08225108225108226,41.657512386351655
mysore road,612,44.47551121606786,0.08957654723127036,41.787986865854485
old madras road,212,45.11784122027562,0.03271028037383177,41.49687780937209
bellary road 1,509,45.2158801537838,0.06262230919765166,42.74031493412235
non-corridor,2510,35.4978924621254,0.1070859872611465,59.969570485134625
tumkur road,399,43.57587260574673,0.029925187032418952,42.27769341216459
non-corridor,2511,35.03239283872503,0.1070433744528452,30.84289622812168
non-corridor,2512,35.07593597954358,0.10700079554494829,35.46782424691053
mysore road,613,44.235840061426735,0.08943089430894309,42.07879966965663
bellary road 1,510,44.96832363181766,0.0625,42.74031493412235
tumkur road,400,43.446054686388514,0.029850746268656716,42.27769341216459
non-corridor,2513,34.65263200440139,0.10695825049701789,30.84289622812168
hosur road,257,46.36546664735661,0.05405405405405406,46.360483129573566
non-corridor,2514,33.67488473868559,0.10691573926868045,24.875159347243425
old madras road,213,44.76812077402704,0.03255813953488372,41.6206367577898
mysore road,614,44.13456109881363,0.08928571428571429,43.22305043529567
non-corridor,2515,33.56448958901929,0.10687326181962654,32.570933242022534
magadi road,204,44.64355981575601,0.05339805825242718,36.71504252372136
orr north 2,199,45.88632014171682,0.05472636815920398,46.54353317079684
bellary road 1,511,44.249180631087725,0.06237816764132553,37.77689362451829
non-corridor,2516,33.29233025292953,0.1068308181096108,30.84289622812168
non-corridor,2517,33.047386850448746,0.10678840809845176,30.84289622812168
non-corridor,2518,33.86896719406137,0.10674603174603174,41.26319028657498
old madras road,214,44.953372372403315,0.032407407407407406,46.6206367577898
old madras road,215,45.12009881094197,0.03225806451612903,46.6206367577898
varthur road,61,49.05389219714153,0.14285714285714285,40.29195623030413
varthur road,62,48.74988948257277,0.140625,46.0138650514539
non-corridor,2519,34.0663600974674,0.10670368901229671,35.84289622812168
hosur road,258,46.128595466524956,0.05384615384615385,43.996754839040065
cbd 2,87,43.926152667548706,0.0898876404494382,42.396615634382734
bellary road 1,512,44.098294061391194,0.0622568093385214,42.74031493412235
bannerghata road,166,42.639621410712856,0.02976190476190476,41.42284929550352
varthur road,63,47.976287039460885,0.13846153846153847,41.013865051453905
tumkur road,401,42.98634830263411,0.02977667493796526,38.84899084884456
old madras road,216,44.770152605626755,0.03211009174311927,41.6206367577898
non-corridor,2520,33.74595445058074,0.10666137985725614,30.862303628600774
non-corridor,2521,33.708449163783996,0.10661910424098296,33.37090158261326
bellary road 1,513,43.962496148664314,0.062135922330097085,42.74031493412235
old madras road,217,44.45520102084306,0.0319634703196347,41.6206367577898
orr east 2,153,45.22856186629106,0.01935483870967742,38.9721310533552
orr east 2,154,45.37674312356903,0.019230769230769232,46.710374439070755
mysore road,615,44.043410032461836,0.08914100486223663,43.22305043529567
non-corridor,2522,32.9773661215978,0.10657686212361331,26.397618741921956
non-corridor,2523,32.76391913225019,0.10653465346534653,30.84289622812168
west of chord road,136,42.20402993383338,0.06521739130434782,39.381283862911395
non-corridor,2524,34.08752721902517,0.10649247822644498,46.0
non-corridor,2525,33.75698957423118,0.10645033636723387,30.782150771085227
tumkur road,402,42.91548281358716,0.0297029702970297,42.27769341216459
non-corridor,2526,35.015394685896425,0.10680379746835443,46.34104069088364
magadi road,205,44.33690948112935,0.05314009661835749,41.577056469489435
orr north 2,200,45.452041444624825,0.054455445544554455,41.54353317079684
orr east 2,155,44.70809746443657,0.01910828025477707,38.690286532244414
non-corridor,2527,34.59814484011895,0.10676156583629894,30.84289622812168
orr north 1,230,48.705846879263255,0.08189655172413793,51.40751238635166
non-corridor,2528,36.03833035610705,0.1067193675889328,49.0
non-corridor,2529,35.29350530268965,0.10667720268668511,28.59007982193304
orr east 1,188,43.88602614942694,0.08947368421052632,37.46710196903867
irr(thanisandra road),72,41.89335984060083,0.0945945945945946,37.92796252770017
orr north 2,201,45.36119061724203,0.054187192118226604,44.54353317079685
orr east 1,189,43.6501006866293,0.08900523560209424,41.52677152145054
old madras road,218,44.60840020786854,0.031818181818181815,45.98719289109782
non-corridor,2530,34.83285354762917,0.1066350710900474,30.68698775208485
old madras road,219,44.88387646074032,0.03167420814479638,47.363162736586276
non-corridor,2531,36.249568192866256,0.10659297275957363,49.0
non-corridor,2532,36.7989028915003,0.10655090765588003,41.74291517920664
non-corridor,2533,37.6309329205003,0.10650887573964497,45.11920318150031
mysore road,616,46.85788365593014,0.09061488673139159,72.18814626714484
mysore road,617,49.26036816996603,0.09208400646203554,70.88272879628906
mysore road,618,48.50650810534884,0.09193548387096774,41.721767523794114
mysore road,619,48.293554587057784,0.09178743961352658,46.376972922438235
west of chord road,137,42.071027863753606,0.06474820143884892,40.87400923303564
non-corridor,2534,36.84683947938652,0.10646687697160884,29.78999850936246
bellary road 1,514,44.31808165717738,0.06201550387596899,47.518351233794945
bellary road 1,515,44.72777587827856,0.061895551257253385,48.41502386818918
non-corridor,2535,37.97367194346208,0.10681907765076862,48.115164120142104
west of chord road,138,42.77164849034663,0.06428571428571428,49.07723412968378
non-corridor,2536,36.95528659725835,0.10677698975571316,27.78981848142481
cbd 1,18,43.20679978361639,0.1,60.5
cbd 1,19,44.93611980525475,0.09523809523809523,60.5
bellary road 1,516,46.49474016105077,0.06177606177606178,62.39741870600067
bellary road 1,517,46.04476802984089,0.06165703275529865,41.99501884895189
west of chord road,139,43.51667138075659,0.06382978723404255,50.221877394446246
non-corridor,2537,37.55606737093572,0.10673493501378495,42.963094334032014
airport new south road,57,45.56891838628662,0.0847457627118644,39.91717344179059
non-corridor,2538,37.86037101812093,0.10669291338582677,40.59910384278781
airport new south road,58,44.8174000406227,0.08333333333333333,38.05373492964741
hennur main road,90,47.88115606695831,0.043478260869565216,76.2380154207174
hennur main road,91,49.16684200233422,0.043010752688172046,60.738015420717396
non-corridor,2539,37.4657911525181,0.10665092483274302,33.9145723620926
non-corridor,2540,36.90583542051453,0.10660896931549961,31.866233832482372
non-corridor,2541,36.94124756454452,0.10656704679512387,37.25995686081443
mysore road,620,51.75221454906941,0.0932475884244373,82.88015420717399
magadi road,206,46.02663455715319,0.052884615384615384,61.23416024136775
orr north 1,231,49.81526432782984,0.0815450643776824,59.8000213649291
mysore road,621,50.2405629220428,0.09309791332263243,36.63569827880329
mysore road,622,50.89109066116822,0.09294871794871795,56.74584031329698
orr north 1,232,50.28574646206166,0.0811965811965812,54.52008567014806
tumkur road,403,44.7894035263742,0.02962962962962963,61.65468994145754
magadi road,207,45.68509732501623,0.05263157894736842,42.61126223578361
orr north 1,233,51.36259498338719,0.0851063829787234,61.054231675316984
bellary road 2,344,46.37344363689378,0.03757225433526012,64.05259161763956
airport new south road,59,46.770110997648295,0.09836065573770492,64.3445096108786
non-corridor,2542,38.44712280809007,0.1065251572327044,52.0
non-corridor,2543,39.25716249291933,0.1068762278978389,46.547519656382605
bellary road 2,345,47.90443651758925,0.037463976945244955,61.68337244384847
orr north 2,202,44.78679228013878,0.05392156862745098,39.61720724620953
non-corridor,2544,41.349411250640614,0.10722702278083268,60.17965007013218
non-corridor,2545,42.41447012557656,0.1071849234393404,52.0
non-corridor,2546,43.2230231130189,0.10714285714285714,50.5
bellary road 2,346,49.28233011021517,0.03735632183908046,61.68337244384847
non-corridor,2547,43.95072080171701,0.10710082385249117,50.5
non-corridor,2548,42.03254650693802,0.10705882352941176,24.76897785392711
orr east 1,190,43.436279334241874,0.08854166666666667,41.51188716275502
orr north 1,234,50.93573371090982,0.0847457627118644,47.093982258613494
hennur main road,92,50.32395934417254,0.0425531914893617,60.738015420717396
non-corridor,2549,40.609441400684446,0.10701685613484908,27.801495444402274
orr east 2,156,44.16756701871117,0.0189873417721519,39.30279300718258
orr north 2,203,44.09597187083176,0.05365853658536585,37.87858818706848
orr east 1,191,42.68925671748345,0.08808290155440414,35.966053166657645
non-corridor,2550,38.9156558439288,0.10697492163009405,23.671585833128
non-corridor,2551,37.831105764446605,0.10693301997649823,28.070155049106795
cbd 1,20,43.7748435590541,0.09090909090909091,33.32335734324821
orr north 1,235,50.355123305927734,0.08438818565400844,45.12962966108894
non-corridor,2552,36.91488939912559,0.10689115113547376,28.66894211123644
hennur main road,93,50.53393581844952,0.05263157894736842,52.423724086942315
non-corridor,2553,38.273400459213036,0.10684931506849316,50.5
magadi road,208,45.80361643394061,0.05238095238095238,46.87028841426009
orr west 1,141,44.848272399292895,0.027972027972027972,47.9090524526835
orr north 2,204,46.306438378016104,0.05339805825242718,66.20063694267516
west of chord road,140,45.313613025785195,0.06338028169014084,61.48608783104258
non-corridor,2554,39.86145060591282,0.10719874804381847,54.15390192621089
hosur road,259,46.45653452919579,0.05363984674329502,49.407986093233326
non-corridor,2555,39.73656047004936,0.10715682440359797,38.612549247278224
bellary road 1,518,46.21432272026904,0.06153846153846154,47.74031493412235
orr east 2,157,44.177992966382064,0.018867924528301886,44.27182649542008
orr north 1,236,50.41897491569539,0.08403361344537816,50.993639403604284
tumkur road,404,45.03823251495324,0.029556650246305417,47.27769341216459
old madras road,220,45.05755249044527,0.03153153153153153,46.6206367577898
orr east 1,192,43.07300819788016,0.08762886597938144,46.52677152145054
orr north 1,237,50.04282866276102,0.08368200836820083,46.657512386351655
bellary road 1,519,46.366921941654375,0.061420345489443376,47.74031493412235
mysore road,623,50.62428663858097,0.0928,48.22305043529567
bellary road 1,520,48.16997161808901,0.06130268199233716,64.39741870600068
bellary road 1,521,48.12700594969235,0.06118546845124283,47.74031493412235
bellary road 1,522,49.16534435531339,0.061068702290076333,58.510390005902735
orr west 1,142,45.21088496420649,0.027777777777777776,48.474398048428824
bellary road 1,523,49.022841413194286,0.06095238095238095,47.74031493412235
mysore road,624,50.183189670392565,0.0926517571884984,46.21331695669686
non-corridor,2556,38.8471940458566,0.10711493354182955,30.84289622812168
mysore road,625,50.36535397811394,0.09250398724082935,52.00483274760628
non-corridor,2557,39.0217642640831,0.10707307542008597,40.592896228121674
tumkur road,405,43.962632173784975,0.029484029484029485,34.282229103270566
non-corridor,2558,38.203877460486964,0.10703125,30.84289622812168
non-corridor,2559,37.467779337250434,0.10698945724326435,30.84289622812168
non-corridor,2560,38.01600986485148,0.10694769711163153,42.95008461326092
irr(thanisandra road),73,40.94179426538032,0.09333333333333334,32.37770408839566
cbd 2,88,43.421809510085886,0.08888888888888889,38.882721092920434
non-corridor,2561,40.544758772981716,0.1072961373390558,63.3034989461538
non-corridor,2562,39.574572518495714,0.10725429017160687,30.84289622812168
old madras road,221,44.71386091717972,0.03139013452914798,41.6206367577898
non-corridor,2563,38.30988740177244,0.10721247563352826,26.927721351262967
bellary road 1,524,48.01110179398352,0.060836501901140684,38.90544522108665
non-corridor,2564,37.563188284407374,0.10717069368667187,30.84289622812168
non-corridor,2565,36.89115907877881,0.10712894429294897,30.84289622812168
mysore road,626,48.910852798316995,0.09235668789808917,35.82034218014453
mysore road,627,48.47368224158854,0.09220985691573927,44.53914723103248
magadi road,209,45.38096043749549,0.052132701421800945,41.577056469489435
bellary road 1,525,47.48402310799741,0.06072106261859583,42.74031493412235
bellary road 1,526,47.00965229060991,0.06060606060606061,42.74031493412235
non-corridor,2566,36.804015024767125,0.10708722741433022,36.01971853866189
bellary road 1,527,46.582718554961154,0.06049149338374291,42.74031493412235
non-corridor,2567,36.20790314510258,0.10704554301284547,30.84289622812168
orr east 2,158,43.802004346629374,0.01875,40.418106768855175
orr east 2,159,43.55872511372597,0.018633540372670808,41.369212017595366
orr east 1,193,43.082249145916066,0.08717948717948718,43.165417678239194
tumkur road,406,43.794138297622936,0.029411764705882353,42.27769341216459
tumkur road,407,43.6424938090771,0.029339853300733496,42.27769341216459
orr east 1,194,42.92670138346951,0.08673469387755102,41.52677152145054
non-corridor,2568,35.67140245340448,0.10700389105058365,30.84289622812168
non-corridor,2569,34.67453943467733,0.10696227148969273,25.7027722661329
non-corridor,2570,34.38534768476886,0.10692068429237947,31.78262193559259
orr east 2,160,43.71477380411291,0.018518518518518517,45.119212017595366
bellary road 1,528,45.473234671332875,0.06037735849056604,35.48787971867838
non-corridor,2571,33.91016100457509,0.10687912942090945,29.633480882831158
bellary road 1,529,45.199942697611824,0.060263653483992465,42.74031493412235
bellary road 2,347,48.28922340239246,0.03724928366762178,39.35126303198806
orr north 2,205,46.13014785729418,0.05314009661835749,44.54353317079685
mysore road,628,47.94861906095925,0.09206349206349207,43.22305043529567
non-corridor,2572,33.603434526929746,0.10683760683760683,30.84289622812168
non-corridor,2573,33.82738069704894,0.10679611650485436,35.84289622812168
non-corridor,2574,36.85393225015621,0.10714285714285714,64.09289622812169
orr north 1,238,49.632532884635204,0.08333333333333333,45.939870881502834
varthur road,64,47.78004484066019,0.13636363636363635,46.0138650514539
orr north 2,206,46.171486388644446,0.052884615384615384,46.54353317079684
bellary road 1,530,45.20821137325184,0.06015037593984962,45.28262945401206
varthur road,65,49.119137238927394,0.13432835820895522,61.17096882333223
orr east 2,161,44.35521762546115,0.018404907975460124,50.11921201759537
non-corridor,2575,36.752828647952754,0.10710128055878929,35.84289622812168
mysore road,629,47.476062198392896,0.0919175911251981,43.22305043529567
mysore road,630,47.05076102208317,0.09177215189873418,43.22305043529567
mysore road,631,46.66798996340442,0.09162717219589257,43.22305043529567
old madras road,222,43.9470767396071,0.03125,37.04601914145346
non-corridor,2576,36.161835405969654,0.10705973622963538,30.84289622812168
non-corridor,2577,35.70646478921796,0.10701822411787515,31.608129238452737
west of chord road,141,43.965350382369984,0.06293706293706294,31.830986591633042
west of chord road,142,43.305622285672,0.0625,37.36806941539012
west of chord road,143,44.77366884020906,0.06206896551724138,57.98608783104257
non-corridor,2578,34.80409452823608,0.10697674418604651,26.682762179399113
magadi road,210,45.00057004069488,0.05188679245283019,41.577056469489435
non-corridor,2579,35.08297469822464,0.10693529639674544,37.592896228121674
bellary road 1,531,44.961421729338895,0.0600375234521576,42.74031493412235
irr(thanisandra road),74,40.62400123894945,0.09210526315789473,37.76386400107167
cbd 1,21,43.49848036344528,0.08695652173913043,41.01121160296594
orr north 2,207,45.708691066859686,0.05263157894736842,41.54353317079684
bellary road 2,348,48.63792792935023,0.037142857142857144,51.77626867197016
orr east 1,195,43.024015594613665,0.08629441624365482,43.89984349491098
orr north 1,239,49.81003083480685,0.08298755186721991,51.40751238635166
bellary road 1,532,44.739311049817246,0.0599250936329588,42.74031493412235
mysore road,632,45.96900188167721,0.0914826498422713,39.67810914613222
orr north 1,240,48.99477898996133,0.08264462809917356,41.657512386351655
orr north 2,208,45.5921752772534,0.05238095238095238,44.54353317079685
non-corridor,2580,34.658966851214345,0.10689388071262587,30.84289622812168
non-corridor,2581,33.89555772544209,0.10685249709639953,27.02487559349175
non-corridor,2582,33.59029157571005,0.10681114551083591,30.84289622812168
non-corridor,2583,32.59402275872181,0.10676982591876209,23.627603405827706
non-corridor,2584,34.71990706779256,0.10711523588553751,53.85286584942931
non-corridor,2585,34.332205983825475,0.10707383069192114,30.84289622812168
orr west 1,143,44.821018708767646,0.027586206896551724,41.31222240981796
non-corridor,2586,33.47706995400195,0.10703245749613602,25.780845685590194
bellary road 2,349,47.97676200361222,0.037037037037037035,42.02626867197016
bellary road 1,533,44.53941143824776,0.059813084112149535,42.74031493412235
orr north 2,209,44.94814468299566,0.052132701421800945,39.15186933467595
mysore road,633,45.69440673703905,0.09133858267716535,43.22305043529567
orr west 1,144,44.470139078872684,0.0273972602739726,41.31222240981796
hosur road,260,46.15551928417722,0.05343511450381679,43.44638207901002
magadi road,211,44.65821868357433,0.051643192488262914,41.577056469489435
non-corridor,2587,33.89429958340573,0.10699111626110468,37.64936624803978
non-corridor,2588,33.73010269997394,0.10694980694980695,32.25233074908779
bellary road 2,350,48.85671267044802,0.036931818181818184,56.776268671970165
non-corridor,2589,34.41638205278871,0.10690852952527981,40.592896228121674
non-corridor,2590,35.03403347032201,0.10686728395061729,40.592896228121674
non-corridor,2591,35.58991974610198,0.1068260701889703,40.592896228121674
non-corridor,2592,37.79021739430395,0.10717039321511179,57.59289622812168
non-corridor,2593,38.07048527768573,0.10712909441233141,40.592896228121674
old madras road,223,44.21443274142537,0.03111111111111111,46.6206367577898
non-corridor,2594,37.89611333494181,0.10708782742681047,36.326765850246574
bellary road 2,351,49.24061815794538,0.036827195467422094,52.695767545421546
non-corridor,2595,39.82118797539607,0.10743165190604544,57.1468597394844
tumkur road,408,44.00601376938585,0.02926829268292683,47.27769341216459
orr east 2,162,44.55661706467457,0.018292682926829267,46.369212017595366
non-corridor,2596,41.42335880066864,0.1077752117013087,55.84289622812169
old madras road,224,44.38757594035571,0.030973451327433628,45.9458647307287
orr east 1,196,43.24327137621483,0.08585858585858586,45.21657341062529
bellary road 1,534,44.85950178783522,0.05970149253731343,47.74031493412235
magadi road,212,44.35010246216584,0.0514018691588785,41.577056469489435
orr east 2,163,46.053586937154485,0.01818181818181818,59.526315789473685
non-corridor,2597,40.36531254341395,0.10773374374759523,30.84289622812168
magadi road,213,44.0727978628982,0.05116279069767442,41.577056469489435
orr west 1,145,44.45434741196721,0.027210884353741496,44.31222240981796
hosur road,261,46.05425907643143,0.053231939163498096,45.14291720671936
tumkur road,409,43.89523106115027,0.029197080291970802,42.89818668703003
non-corridor,2598,42.22334897373909,0.10807692307692307,58.945676846665364
non-corridor,2599,40.331307630644986,0.10803537101114956,23.302935542797975
non-corridor,2600,38.628451133250195,0.10799385088393544,23.30274265669705
non-corridor,2601,37.60552286678457,0.107952362658471,28.399168468593906
non-corridor,2602,36.648340034198135,0.10791090629800307,28.03369454092018
non-corridor,2603,35.775592728818204,0.10786948176583493,27.920866980398785
non-corridor,2604,34.939823441920495,0.10782808902532617,27.4178998598411
non-corridor,2605,34.136256548251055,0.1077867280398926,26.904154505226096
non-corridor,2606,33.39639023384835,0.10774539877300614,26.737593404224025
tumkur road,410,43.77126788199319,0.02912621359223301,42.655599269579454
non-corridor,2607,32.64102880326833,0.1077041011881947,25.842775928048077
non-corridor,2608,31.927596908362425,0.10766283524904215,25.506709854209287
non-corridor,2609,31.819126840338352,0.10762160091918806,30.84289622812168
bellary road 1,535,44.64758310246394,0.0595903165735568,42.74031493412235
non-corridor,2610,32.17169469662499,0.10758039816232771,35.34480540320476
non-corridor,2611,32.03881484977466,0.10753922694221202,30.84289622812168
bellary road 2,352,48.66802070863576,0.03672316384180791,43.51464366484916
non-corridor,2612,31.780399249095158,0.10749808722264728,29.454658842979626
tumkur road,411,43.644389714669316,0.029055690072639227,42.50248620875449
non-corridor,2613,31.68664894699781,0.10745697896749522,30.84289622812168
mysore road,634,46.96298148405255,0.09119496855345911,58.380154207173995
orr west 1,146,44.14013491175229,0.02702702702702703,41.31222240981796
tumkur road,412,43.50772008441884,0.028985507246376812,42.27769341216459
non-corridor,2614,31.602273675110197,0.10741590214067279,30.84289622812168
non-corridor,2615,31.83287041994451,0.10737485670615209,33.90824112345331
non-corridor,2616,33.73387300076223,0.10771581359816654,50.84289622812168
non-corridor,2617,33.44477532349818,0.10767468499427263,30.84289622812168
bellary road 2,353,47.405185338483605,0.036619718309859155,36.039667007114254
orr north 2,210,44.60768353177578,0.05188679245283019,41.54353317079684
orr north 2,211,44.601268495677886,0.051643192488262914,44.54353317079685
mysore road,635,46.58898837917686,0.09105180533751962,43.22305043529567
mysore road,636,47.68911941623826,0.09247648902821316,57.59029874979083
